TOTEMPLOYEE,TOTVOLUNTEERS,TOTALREVPRIOR,TOTALREVCURRENT,SALARIESCURRENT
0,0,419646,552630,32691
,,,30391,0
,,,34887,0
,,,2000,0
,,,49270,0
,,,155375,7569
,,,57763,0
,,,904,0
,,,15240,0
124,,1854541,1896110,1394166
1461,3,98896297,101478461,30818720
13,,256166,260650,172929
26,126,1070698,1123009,770691
4,0,348837,214462,102589
3,10,27356275,32649025,538927
0,125,1270317,1437178,58650
0,1055,81232,643396,0
3,31,305034,354958,71552
14,,0,347099,163242
1,,29145,8249,10807
180,226,45963500,48736268,15479345
0,,148365,256594,0
1,30,217944,288003,16621
3,2,125454,505653,218728
171,1146,7364828,8067736,3934695
0,0,8541,7347,0
6,50,3535725,4134379,170028
,,,130448,0
,,,38494,0
,,,58310,26199
,,,48324,0
,,,39862,474
,,,65144,0
,,,32155,0
,,,63393,0
,,,9587,0
,,,62682,0
,,,0,0
,,,44935,0
,,,37148,0
,,,0,0
,,,30262,0
,,,98479,35608
,,,15750,0
,,,1051,7122
,,,113426,75196
,,,38330,0
,,,61744,0
,,,16274,0
,,,142473,0
,,,0,0
,,,57709,0
,,,50204,24150
,,,38996,34640
2,0,439410,362367,47593
0,32,455894,320987,0
177,4,4107035,4018827,3355836
0,0,227459,571650,0
1,0,130730,262928,190169
0,,6843914,5598917,421732
0,6,283579,281577,0
14,200,2442091,1732982,691643
16,16,3058755,2612135,740639
0,25,12767,12868,0
97,44,2140812,2318490,1628516
0,11,583801,295802,0
34,516,5180164,5715407,1791462
0,3,349998,349998,0
20,175,820283,2270154,415897
10,2930,8632473,8388901,667005
38,500,1326505,1536124,870167
6376,8,765161565,852835909,673462785
0,5,364304,374212,0
0,50,275119,332388,131576
3,,357062,356289,158558
1,0,198989,145260,12957
1,100,706943,777459,95099
27,0,24935656,45204987,7281213
1,0,11037719,2516875,963453
0,0,0,298676,0
7,125,252754,202837,71743
11,0,435853,378593,276877
0,0,142945,272197,0
12,39,1819928,1649497,983430
8,63,365561,362794,194131
0,0,65644,252898,0
2,,1958206,1462372,222283
4,40,169900,184074,68847
0,,526943,6480594,0
0,1074,1353239,1350716,0
1,0,252680,304805,264827
17,0,1989172,1767372,1270248
0,,199531,176904,0
1,0,527488,570069,84849
0,21,477715,313358,0
111,,0,8893400,1548347
22,,297837,406972,306941
0,,-19214,30799,0
0,0,2091094,5127602,279735
0,30,89273,121898,0
0,,172907,236372,34361
67,0,2138514,2289852,1864401
208,25,26453282,30741259,22222826
7,10,393507,411294,321606
0,100,128379,126801,0
0,,329429,357983,0
220,64,17170677,16394726,7499218
29,,273801,257761,266247
0,0,529397,7765200,133841
12,6,1510812,1474993,499582
125,50,3456551,3418644,2585172
0,28,83452,53112,0
11,519,584873,586571,248694
2,1298,158324,223600,21328
0,10,20653,23830,0
,,,33079,0
,,,6180,0
,,,124565,0
0,,94716,184706,14700
18,10,400914,259029,148465
0,50,273271,541729,0
,,,2446,0
,,,46591,0
,,,53718,0
0,,6475079,2567713,0
4,15,179061,95619,95323
0,,107025,142466,0
31,1500,1665398,1800886,1018330
0,105,481193,147033,14194
0,0,54082,56365,0
1,,794374,942631,45000
0,0,210825,203086,0
1,75,223366,177705,26127
0,,0,339108,0
15,0,1243630,2011670,901849
0,,281252,86871,3925
10,0,341696,314074,223112
141,5,10270595,10776900,4159702
0,10,74884,189456,0
16,,794738,716642,426436
16,0,523859,478807,401891
7,,278131,243791,138986
0,653,280324,328339,0
0,220,0,203594,0
0,,159666,143889,0
1,6,105320,28720,10330
1,100,316109,283625,85761
16,5,315924,293162,232501
4,35,1353434,1380776,144693
0,0,153940,156455,22811
0,45,333538,325412,0
0,0,636372,655776,0
0,,1136507,1278394,0
0,,148746,231793,0
655,9,14820811,12467890,9331324
28,0,1110524,1148605,948469
4,15,188036,168527,114650
199,50,7435487,7633792,4534534
0,0,37522,6703,0
0,,54151,199688,0
3,5,1059221,2059279,295344
0,30,645711,578581,0
0,10,88657,102715,0
4,50,1790934,3816780,244382
13,0,1933107,1906515,804501
0,0,1327445,3227784,0
0,12,56046,50446,0
58,0,662209,725318,339560
0,7,277221,320527,0
6,12,1503128,18757603,240527
0,,87205,83030,0
0,,62627,65050,0
2,,0,210158,109271
0,,607001,218626,0
0,,218776,214469,30423
3,,537080,526483,15019
0,30,132385,205169,0
11,8,122128,169791,54408
36,,1406169,692498,595959
11,13,435311,435556,262874
0,,0,225000,0
3,100,2362130,2706123,196259
7,3,596563,557000,213868
4,,239300,240137,180740
29,,429233,442248,387637
0,12,747742,429004,4526
11,600,413976,508393,226414
75,75,2765881,1728402,1088371
79,,12088749,10345017,5595093
591,7,20617398,23241818,15891249
53,,1334255,1255543,849749
0,0,91905,126248,0
1,10,132031,135414,48851
0,70,213844,207055,0
0,37,92530,160175,0
1,41,586882,872495,40802
4,,183527,147920,82279
142,3021,6920149,7336304,2980633
0,6,287172,645467,0
0,0,199949,208570,0
0,,63149,161246,0
0,,0,161959,0
0,31,13003807,28236790,0
0,100,205789,371915,0
6,15314,1285050,709794,278591
4405,1684,695653942,697395504,363972300
0,,172335,130848,0
0,5,0,1428855,0
5,27,187073,184233,102942
0,,293566,287007,0
24,40,663466,627939,475661
,,,158516,0
,,,29624,0
,,,7805,0
,,,19160,0
,,,164807,0
,,,21448,0
202,12,2430041,2938842,1705632
0,6,10879,6831,0
756,102,85769887,221229878,53681204
45,13,4620510,4701424,3543362
0,25,738938,959217,0
15,15,2912018,2785816,1597980
11,25,250555,350544,168927
1,40,395760,396832,31898
90,590,3015892,2924732,1817338
4,200,622185,606445,349257
103,0,2155177,2352755,1685795
277,,10928690,10969578,5616778
9,50,241754,266333,53725
359,145,39408669,40442530,22439061
0,25,116252,159850,0
17,300,2212872,2393213,345427
0,0,392537,468568,320767
,,,1025,0
,,,88670,0
,,,52409,0
,,,27962,0
,,,51716,0
,,,0,0
,,,103258,5592
,,,1575,0
,,,78666,0
,,,71615,0
,,,90100,0
,,,60076,0
1,120,284733,341171,111862
0,9,3076963,3131744,0
277,133,32971248,34511699,10906778
0,865,630535,741528,0
2,,153070,137167,127593
0,,134647,159365,56874
28,10,497544,381804,326156
446,1045,32753235,32894836,24312183
,,,0,0
,,,650,0
,,,74256,0
,,,64878,14264
,,,29671,0
,,,74101,21530
,,,19719,6003
,,,74966,0
,,,0,0
,,,82718,0
,,,15094,0
,,,24496,0
,,,46993,0
,,,43,0
,,,23080,0
,,,26845,0
,,,23822,0
,,,48885,0
,,,58326,0
,,,120131,63285
,,,132453,0
,,,133212,0
1,6,0,244688,112504
45,1,2176562,2386559,1860491
0,7,177259,210706,0
34,25,1236442,946668,512566
0,25,4516407,2528343,0
51523,5732,9347098712,11054443065,4181001599
0,,142949,106345,0
0,,67612,446359,0
0,10,324432,344851,68169
2,20,236826,478931,41158
0,93,1045488,982382,0
,,,106000,0
,,,87139,34818
0,0,36675,22363,0
12,5,1497811,1555899,1302183
0,250,86451,87905,0
0,6,202785,240724,0
18,20,241475,230927,58929
1494,247,124631618,132276493,72224994
111,4,9673724,10226796,6496708
46,2250,8303460,9076509,3370443
46,200,1760877,1742878,924017
0,,179591,183736,0
0,175,254950,258830,0
38,53,284614,247277,129521
0,16,3635548,4312225,0
53,0,1192037,1137705,880851
9301,890,1365604849,1440298081,643191933
70,105,1185161,1096457,792782
14,6000,1618915,2695948,806851
7,,96547,87853,86286
423,476,33918640,45117793,29497438
0,,6209480,6491155,124864
15,2,217795,516572,90766
84,,874390,940711,666985
0,16,61329,92757,0
79,0,15383227,15571810,7431476
2,10,160609,67310,38144
0,0,113426,120270,0
4,220,125066,252635,83863
18,230,852873,837736,504751
0,,597338,599751,0
0,4,1060022,1067938,0
0,75,265029,292226,0
0,,1246909,1287024,0
0,,0,75509,0
0,,0,267137,0
0,,207473,213665,0
0,,835494,852920,238988
114,,7734452,8232768,5064817
14,1025,4618013,833796,349878
8,0,159813,167681,122915
0,125,0,241233,0
3,65,1139597,1170439,12589
,,,94414,0
,,,16363,0
,,,33163,0
,,,43667,5395
,,,46873,0
,,,0,0
,,,4,0
,,,2898,0
,,,35611,0
,,,49773,0
,,,90216,83533
,,,24336,5232
,,,174542,0
,,,1000,0
,,,19305,0
,,,22044,0
,,,130264,77347
123,21000,33895340,35288294,8086981
1,,368144,299517,35798
0,270,265978,221964,0
0,,446497,303298,0
38,,731377,58125,168114
43,20,219464,210210,176502
15,,305558,305543,218452
0,200,225669,261954,0
0,200,141553,173323,0
13,62,150141,173662,65111
0,50,42434,44056,12804
0,469,237085,273108,0
3,95,215802,191943,102861
0,25,99024,143662,0
234,782,13999405,12676297,7891206
,,,198912,23624
,,,126774,0
,,,157238,46720
449,200,34995942,36663532,26194904
279,8,8591139,9609852,6514290
,,,0,0
,,,58190,15932
,,,27121,0
,,,52335,0
2,0,684444,576158,165062
0,10,94885,94403,0
0,,217532,195836,0
188,1523,6514684,6698918,4564166
0,120,167624,154610,0
0,,51679,31883,0
35,0,723697,503624,331935
,,,53494,0
,,,123425,51694
,,,178403,84640
,,,56957,0
,,,153550,0
,,,0,0
,,,84782,43430
,,,0,0
,,,121448,91258
20,,724609,750764,320242
,,,22332,0
,,,25456,0
,,,24369,0
,,,61558,0
,,,34314,0
,,,5778,0
,,,174117,67287
,,,157655,79615
,,,35550,0
,,,64034,0
,,,101813,74797
,,,49530,0
,,,127035,0
,,,35763,0
,,,42021,0
,,,0,0
0,3,48471,48755,0
2,20,161442,167307,74448
8,652,785796,668804,252493
0,5,622000,633000,0
5,84,444726,439292,243021
30,,751206,853932,653305
0,,236086,271211,0
294,56,26854002,26779179,11574119
0,5,180020,62694,0
66,203,1821875,2096380,1375579
4,25,262400,321575,187845
0,50,1327820,2845265,55605
0,10,104015,138191,0
0,,65620,58620,0
0,,0,259846,8999
43,6600,3269379,3128113,1053298
1,,298149,297129,126235
5,0,539730,453561,153350
3,5,551640,605823,229030
2,,425387,533790,31886
,,,96264,37716
,,,193208,0
,,,73463,41973
,,,18555,0
,,,88346,0
,,,19881,0
,,,68477,0
19,128,96924,140579,4797
0,0,693193,411365,0
1,5,99950,98866,1398
0,0,5243,10416,0
0,,778523,358990,0
1,87,116993,230305,46287
624,2700,16765568,18413147,9415470
0,,34545,24818,0
18,0,2307151,3278287,1674951
241,,8080319,7611693,5787045
0,0,58657,78515,0
0,,209390,279225,0
19,3,7507458,9668966,11536461
0,,245027,280882,11995
0,75,196715,265619,0
0,1650,97150,846975,64726
0,25,146154,214469,108600
0,0,210956,194228,0
9,,959114,1583175,235917
0,15,103933,127726,0
0,,323116,1046932,195606
0,5,45129,9510138,0
0,,62490,64546,0
0,21,0,258722,0
5,30,393587,470247,297134
0,,231921,822415,41142
9,62,1048732,1007880,376732
15,502,8524026,6618229,882003
5,5,1515632,3511387,883804
113,0,3813055,4643319,2457922
1,9,1288062,1587178,152567
5,30,846816,907905,321706
21,,2102805,2268204,890344
385,,23819723,7834335,5134581
170,11,6092448,6255416,3242841
5,75,290576,320549,107975
0,,31482,43079,0
0,30,212456,182401,0
0,0,53403,33357,9348
56,0,1569898,1524031,677647
0,1201,329778,355375,0
19,200,1578522,2535552,510500
7,75,464316,346911,151454
3,0,326586,375722,107581
0,,803283,700743,0
2,,160452,367582,99190
1,,577220,581294,16793
0,6036,293712,341201,218476
,,,118987,0
,,,47787,0
,,,95094,0
,,,105388,57170
,,,66877,0
,,,2500,0
,,,51247,0
,,,110096,0
,,,3912,0
,,,113981,1120
,,,26965,0
2,,611676,668211,127594
1,0,214648,469003,75369
10,30,193929,232678,101618
4,26,428528,465319,226192
0,12,413135,256626,0
0,0,77740,72819,0
0,2,223738,551421,0
41,15,1247868,1407746,971368
0,20,71419,72944,28625
39,170,635620,528264,283205
0,16,159074,186181,0
0,,27597,11301,0
2,,226348,137492,16728
0,21,795604,1229917,417306
0,22,65366,61250,0
4,,0,2096957,1273
0,,80251,106950,0
3,9,13960883,17407191,333456
1084,0,136749317,155555535,76260835
246,,5569420,2409449,1882283
,,,48965,19200
,,,0,0
,,,14027,0
,,,71628,0
,,,97412,0
,,,39578,0
,,,38742,0
,,,4032,0
,,,26351,27726
,,,32729,0
,,,51958,27858
,,,25537,0
,,,8402,0
,,,109096,0
,,,80039,0
68,20,1773152,1859536,1340314
0,95,269165,522732,0
5,2,315712,314314,122415
4,15,424923,333823,236757
18,0,833626,806826,639992
0,,196751,176710,78552
2,0,98612,86304,9059
20,1147,828111,1090554,637762
9,,428992,206960,136974
22,,738786,764076,421297
0,,0,90948,0
0,,961083,1222476,12000
6,,347906,326007,169449
0,5,0,75747,0
0,,2083073,1548693,40532
,,,140221,0
,,,50164,0
,,,92484,31169
,,,50197,0
,,,79054,0
,,,128703,45209
,,,30920,0
,,,101299,0
,,,0,0
,,,115987,51378
,,,138320,0
,,,77987,0
,,,7784,0
,,,44579,0
,,,0,0
,,,55302,0
,,,74210,0
0,35,315837,296988,0
7,9,2908853,13497311,488469
8,200,244605,313085,31031
19,,1580017,879010,463924
22,60,346240,2310885,301898
0,,27280,64894,0
,,,0,0
,,,29689,9234
,,,42865,26000
,,,32945,20510
,,,7170,1316
,,,39447,0
,,,0,0
,,,11976,0
,,,73771,0
,,,31234,0
,,,82815,0
,,,98487,0
0,10,1484280,2122678,0
31,500,680352,719570,324183
419,336,18455843,19055335,13590023
10,36,706496,453956,203277
0,0,57680,66374,12000
3,,122629,118508,60033
3,250,856857,1168477,115729
3,,1390707,1207092,171164
134,11,11541837,13013717,6908652
5,,1558681,1752186,357735
7,,1766143,1770293,312548
3,,145001,880307,168238
4,3,294443,954426,331627
0,190,2187260,1151954,0
462,6,32893227,31759620,24282128
0,417,892356,918143,0
2,45,105557,107793,54607
25,,843744,987317,664100
0,,0,69391,0
0,,7480,10659,0
0,10,146536,151961,27074
4,16,376692,471479,199810
0,0,31810,37184,3596
19,,28462,495687,395152
3,0,1003105,1873081,237004
16,30,226945,214699,123581
118,100,7550853,7966884,4469629
,,,-771,0
,,,64113,0
,,,110483,0
,,,173634,32295
,,,84272,12165
,,,31546,0
,,,170974,0
,,,27120,0
,,,49959,0
18,,154432,179420,73168
109,356,30069,4478795,1527762
0,10,108690,77583,0
0,35,110772,124174,0
29,,2540987,2965236,1553873
0,,67201,13356,0
0,,36084,115472,0
15,93,675158,613425,447747
10,350,2283180,3061559,894189
5,23,463754,620479,142606
0,30,320022,320912,111691
7,,248221,223992,79340
0,3,54545,30702,0
7,11,598413,1111985,188570
24,210,722508,1071742,774004
4,13,182278,164723,25368
2,0,56083,83561,8900
,,,6358,0
,,,45040,0
0,,121206,122428,20448
2,15,136975,94315,35580
0,,908429,1085968,146060
16,,716779,710980,1570
1,250,291517,222822,53742
6,0,1661255,1705421,455303
0,,299339,291750,93973
0,12,2300671,4562620,1498642
0,,0,240233,80715
0,5,660775,785120,0
,,,28786,0
,,,11660,0
,,,108545,0
,,,49737,0
,,,65789,0
,,,63289,0
,,,27522,0
,,,76974,0
7,,811174,314577,330901
22744,4426,3487488197,3755578745,1679571381
32,0,8569127,7814677,5245530
0,,-3866,73266,0
0,300,172318,144080,20000
0,178,6804,162744,0
0,,6242292,907427,77548
11,0,251224,160220,141142
102,209,3568289,2861916,1825275
3,,355944,229808,54159
0,48,950777,1010751,0
5,14,109957,106247,61461
26,,660136,947557,685648
18,0,2909131,3153282,1669808
0,15,783275,750387,0
0,,89230,44846,41991
0,13,5423483,16316804,0
7,,486067,487427,289313
0,,545047,707951,0
10,0,94961,97500,97500
0,12,122181,182543,0
4,50,7110973,1309960,270626
0,175,102625,95385,0
4,235,214803,413537,89046
6,,315476,225221,33541
4,73,380686,350291,27534
,,,157177,103208
,,,5906,0
,,,61371,29992
,,,117275,80783
,,,100708,0
,,,148130,52415
,,,91256,0
,,,89530,0
0,0,747872,797443,0
0,0,133912,131050,0
33,200,902701,656864,472351
2,8,251983,198994,64365
0,,211943,74168,0
46,,1491645,1281145,972538
65,33,1827818,2256008,1644310
0,4,0,226657,6522
4,23,197084,496972,87883
18,,679779,691155,345058
0,50,98543,123969,0
4,3,175326,163273,95667
2,40,239632,437230,106301
0,1525,270001,267681,36436
10,0,925576,1004618,636781
2,5,-1744100,2215881,130671
7,298,323642,503417,99990
0,0,56072,603212,0
2,50,130333,132662,35797
8,15,415157,797190,248925
45,,1274038,1300753,913539
15,50,3751953,3321593,1391726
93,493,3459376,2646689,1767197
17,150,474220,437198,271342
19,,579092,471383,267519
228,0,5011788,4956785,4972403
4,,28236,174766,0
22,10,3695087,8655978,988286
0,0,78678,124824,0
0,0,70701,85940,15888
166,0,3437622,2950962,2612442
3,,2670246,2900965,309322
0,39,251401,224499,0
19,,829234,867776,364801
20,40,639601,661056,403292
26,13,993653,1182477,729088
19,100,5562843,5857484,914576
12,0,623707,721143,267235
0,35,153946,271313,0
21,0,541340,458271,407971
0,,124035,119217,0
2,,385457,609608,97284
4,,191239,326372,162134
5,1025,242091,326374,234096
0,,451680,325939,0
0,0,152116,179971,97013
,,,138308,94431
,,,92871,0
,,,59724,0
,,,4517,0
,,,5097,0
,,,56445,10907
,,,33839,27216
,,,88131,0
,,,199944,0
,,,74851,0
,,,120959,72877
,,,108974,71545
,,,41587,0
,,,31419,0
,,,66269,0
,,,0,0
,,,62210,0
,,,0,0
,,,0,0
,,,62528,3222
,,,67258,0
,,,115631,0
3,,221390,223349,144761
0,8,353258,306280,0
0,0,148609,247310,0
0,0,135513,136852,0
84,0,21979968,22115623,9407570
19,185,824059,677017,422357
3,,554039,462579,34480
73,,2884635,3057781,2045198
0,400,101290,90163,0
10,200,759243,1066677,503078
0,65,569462,380202,193600
29,2472,1877448,2474311,1346697
4,,252368,243250,149495
208,30,9898852,9861350,6795161
0,3,0,450530,0
12,251,679950,639541,330075
0,8,9586,9586,0
0,41,40883,269831,0
19,370,2113194,2385837,608069
0,,646348,472475,0
100,4900,4554139,4676740,1838243
4,25,0,1499439,247739
1,,1607572,2561197,130000
,,,165725,0
,,,88876,0
,,,10640,0
,,,52994,0
,,,59985,0
,,,85341,23040
,,,106683,57812
,,,211,0
,,,48310,0
,,,58214,0
,,,36019,29776
,,,27667,7406
,,,94554,0
,,,99216,16111
,,,27584,0
0,,0,256043,0
0,9,885576,487699,35605
11,40,1236409,1348763,654369
0,1200,297247,394337,0
0,0,0,0,0
70,22,872298,761505,435741
88,178,2111598,1877518,1347684
72,250,9168989,11229487,2447266
16,19,425095,419253,802410
0,,10000,11010,0
8,60,182260,255267,120543
0,,1370765,1570424,0
41,260,1201791,1085353,561950
0,9,162129,274695,0
146,166,14889190,13346087,7089368
0,0,4176268,5587009,0
0,50,759487,514029,0
8,,544809,942339,86327
19,150,171285,183599,19589
0,0,523199,450392,0
0,0,221400,246000,0
99,0,2697224,2897914,2629815
489,105,24105580,25564269,13282758
0,25,274763,302240,0
0,43,1224586,1232584,0
13,18,1798018,2028754,998074
5,300,1944938,2587851,812246
0,50,290734,295628,0
6,30,252684,266979,96434
9,155,26235842,26506233,888958
282,2,10326121,40658049,20105058
6,0,403216,418103,309167
2124,12724,201638526,213134057,102252238
0,10,70796,99333,0
1,20,226177,200867,27989
4,,123295,508922,124764
0,,41844,48317,0
0,0,112396,111810,0
0,7,138430,138765,0
9,328,709928,758129,486431
0,0,0,2059971,0
0,,26103,33100,0
77,350,6334431,7883460,3385303
286,100,18114449,18580845,11530552
58,34,2063959,2106911,1424756
0,90,66968,55722,0
3,20,203167,213178,151510
12,195,388214,392831,414392
5,,0,322929,123930
28,4,1101727,1004163,563330
10,25,789155,1104669,422301
1,,48764,79631,35387
0,0,398280,439670,0
2,50,192715,264594,104540
3,400,863907,987279,80021
0,0,122309,161527,0
0,5,374836,374296,0
,,,5550,0
,,,61669,0
,,,155039,0
,,,110099,0
,,,103116,0
,,,15985,0
,,,42431,0
,,,0,0
,,,22446,7310
,,,35692,22851
0,10,69107,70434,0
24,110,440294,476939,223259
12,45,1527087,1530381,311234
81,0,5344274,5530970,3410296
17,5,472058,625758,371718
1,,133436,256009,17447
5,,196921,209114,125467
0,0,0,15000,0
5,,143653,122680,94977
6,,1156527,1428377,346257
2,50,140286,121117,25893
5,,521395,512622,202933
176,110,9595166,10403689,4856679
2,40,370676,279339,21948
0,7,88061,24690,0
,,,46856,0
,,,52224,0
,,,61146,0
,,,67147,0
,,,86513,0
,,,16650,0
,,,0,0
,,,102969,0
,,,700,0
,,,78891,42943
,,,80723,72500
,,,81511,50755
,,,16812,2985
45,50,2686619,2644537,825884
3,10,34571,342841,125101
0,5,383513,206589,0
0,,23406,33372,0
0,,25563,232745,0
20,20,4644736,2670180,1315792
0,200,190210,197901,0
27,0,404483,469296,331025
0,150,68906,62600,0
16,,441114,394441,160398
82,627,1691684,2664494,1167710
56,,3161334,3465161,2626883
0,6,8182,33657,0
615,34,12979860,13513051,7838129
0,25,2779476,6081736,0
2,,136198,160514,126562
18,31,14342100,8314389,1961331
6,,264684,317813,109499
,,,0,0
,,,89205,43089
,,,159571,0
,,,19156,0
,,,108710,60876
,,,17272,0
,,,173284,99720
,,,1069,0
,,,103570,0
,,,81782,14500
0,,0,99935,0
9,,297763,473028,141159
2,30,260434,267657,141800
0,25,102909,104906,0
68,272,2143095,2266964,1511041
0,7,147368,132154,0
7,12,349201,449570,133864
16,,650996,878444,493151
8,,849472,884595,506273
33,8,1208982,1420058,877455
0,6,330158,81885,0
0,,761949,1026225,0
2,10,127458,257892,34593
0,0,438943,556797,65031
0,,875515,897287,309473
2,0,210658,218541,81333
0,,18698237,19131836,0
0,,8474186,13409870,0
3,939,1478942,1216792,195541
1,300,49845,86569,16148
0,0,173128,329550,0
28,150,1714252,2236656,1218191
4,60,458484,433063,162975
0,100,971899,612986,0
12,10,801407,787227,0
0,0,392906,256876,0
0,6,82801,95692,0
0,5,466756,645551,0
220,0,215,20923906,21521042
1,50,772935,713758,56764
0,4,40097,30395,0
80,11,25434006,2531829,1485395
26,25,1077224,1288236,729045
0,20,1666975,1265509,693345
7,3,2761219,2506330,308993
4,23,693116,888142,555417
676,446,14409976,17085000,10344813
3,90,182202,259128,57728
0,,25563,232745,0
24,,545258,621283,374915
967,0,32283106,35313757,25874044
8,,859011,1046218,366667
153,40,4032717,4049200,2674182
,,,34010,0
,,,113394,7500
,,,78891,0
,,,105335,0
,,,48296,0
,,,44595,32506
,,,75010,0
,,,132906,0
,,,133953,23495
,,,82685,0
,,,46015,0
,,,36433,0
,,,183641,0
,,,45633,0
,,,41382,0
,,,7304,0
,,,36856,0
,,,76493,0
,,,93770,29124
,,,1192,0
,,,64320,0
,,,90674,39045
,,,-4218,0
,,,43237,3105
,,,37358,0
,,,56250,0
,,,0,0
,,,0,0
,,,65779,0
8,20,269080,127047,141379
38,2424,5349208,5307711,1327974
18,5,1914740,2233840,1227295
0,302,991548,673729,0
0,75,340267,1273736,0
2,434,67572,391826,777
155,575,4079853,4048501,2045606
32,146,6548770,3957414,941069
0,155,462994,566105,0
0,0,26965,40888,0
0,8,11796452,5608776,0
5,200,660295,679062,302483
2,,257804,293097,246222
10,85,295300,431754,146320
0,0,22462,45384,7807
24,135,1221643,1427210,873942
0,0,252289,262762,0
0,0,94975,98477,30991
0,20,437295,459801,0
0,25,149266,295235,0
0,25,96551,77817,0
3,333,449495,684691,214839
3,0,307157,165323,117993
0,33,454812,407535,40080
0,,102368,116011,68328
0,,79773,156537,0
0,0,52863,49617,0
159,120,10268263,8925710,4517806
3,,366839,513485,169152
2,200,281965,322559,122316
0,8,681654,685393,0
0,,189190,162736,0
26,30,364269,573790,379617
,,,90891,0
,,,94023,0
,,,35398,0
,,,130910,17716
,,,153415,46025
,,,50169,13442
0,0,247905,332190,0
3,300,146372,172514,86669
14,250,644409,933276,340820
29,3274,24952121,24012415,1259038
5,,556501,830375,253248
17,3,681440,907851,226103
6,85,260254,265184,129531
0,10,850677,1133927,0
234,42,11929549,12187731,6636595
7,500,480696,403370,214572
0,,0,84825,0
59,470,2012277,3118505,755302
0,0,114864,115224,31752
4,6,268600,351700,170072
0,25,6144817,5973949,0
0,300,554456,667358,0
4,150,338700,299810,326221
0,6,0,177671918,0
26,,648529,1311276,409480
23,30,1006255,1110270,532480
1,25,0,206764,40179
14,,137162,228034,80305
1,,543778,302370,44365
9,31,1886878,453617,451907
21,0,1441403,1548015,379931
0,0,1208173,1356159,203066
0,,336556,426999,0
52,2,1652537,1770306,944847
15,,882320,904421,453386
0,0,416767,415972,75578
0,22,2225749,4197466,0
5,25,275359,135444,110147
5,25,429597,549407,201481
16,0,637508,1273137,585257
36,,325494,414969,227293
14,16,6803257,6807608,815107
3,200,315018,1150182,214777
0,0,226469,305404,0
11,,289455,267954,92972
3,300,810324,1276604,136700
0,,33231,31547,0
20,100,1843142,2029132,1033208
0,,33277,129345,0
1,,98554,97133,9073
16,10,0,211822,54175
,,,94242,0
,,,6508,0
,,,4055,0
,,,10449,0
,,,69133,0
,,,134788,0
,,,60793,42066
,,,-848,0
,,,124967,4000
,,,31684,0
,,,48447,0
,,,125846,0
,,,97523,72730
,,,65791,7777
,,,47501,0
,,,10335,0
,,,125933,2150
,,,34012,0
,,,123744,0
,,,74148,0
,,,54606,0
,,,128154,10902
,,,53902,0
,,,94676,7164
,,,27945,0
,,,141580,55738
12,0,3180650,3421658,1009175
0,25,58454,115564,0
11,235,486003,242724,260931
0,40,207762,223407,0
8,2949,3160229,3496848,390155
0,,-377041,-2386849,0
3,0,72318,256089,52287
20,32,3089653,3565136,1887194
0,0,66895,77790,0
4,325,119614,136129,56557
2,0,248601,226639,122293
175,,620325,310485,291900
0,,463560,615267,0
21,0,2326156,2587375,967452
33,,3239279,3822145,1146447
,,,52710,9864
,,,152512,0
,,,95622,0
,,,128639,91818
,,,86699,44000
,,,65920,0
,,,12092,0
,,,88103,10164
,,,84672,0
,,,15734,0
,,,84376,0
,,,98701,23144
,,,41225,0
,,,84954,48243
,,,29763,0
,,,62928,0
,,,110955,14205
47,60,18640126,18717214,2715401
10,50,2369736,6027602,785540
2,50,49731,64923,19652
12,0,221322,173170,121490
0,56,22730,49451,0
0,12,10675858,11662573,9500
38,10,1563386,1540015,959282
6,20,340900,345995,93822
0,,320926,295941,0
10,21,687768,715178,261064
17,308,1361749,1356060,900320
9,20,487494,530243,267665
6,10,297407,435708,116572
6,5,8509710,6608137,538631
0,,137247,187720,0
0,0,14256,55092,0
0,100,1915548,2347242,54541
249,,2967555,2294857,1608941
0,6,190567,192003,0
0,,0,56630,0
4,8,1748614,1891111,575237
11,35,1258930,1200991,672985
8,8,551631,548654,216089
1,9,80276,68337,5012
20,20,889384,1020457,508352
387,13,30949288,35711220,18632276
4,,212253,214942,75463
144,512,7050134,7938386,3510582
47,1500,8846148,8670279,4585495
0,,176828,35484,0
0,0,487220,388928,152917
10,75,379967,407152,307769
21,190,1571857,2206973,698942
2,8,849788,754731,155970
0,30,0,248915,0
56,160,1739430,1570814,1192771
76,16,2777568,2567954,1815815
0,47,186451,174135,0
0,5,62150,67966,0
477,1392,14165725,15069484,11264127
30,500,2335711,2507848,848193
25,,1975139,1857182,626498
0,0,0,0,0
27,7,1306566,1788613,734296
0,,97543,85063,0
0,25,401057,442884,0
2,20,847951,792160,69076
29,30,3076558,3031177,571103
0,5,416761,415576,0
31,70,2141243,2411799,1169953
1,14,41383,30998,21700
1,,29080,108099,112989
,,,34295,0
,,,184747,141055
,,,82583,0
,,,45613,0
,,,189832,73300
,,,119209,0
,,,67065,0
,,,72589,4198
,,,86247,14461
,,,30689,0
,,,47363,0
,,,52639,26400
,,,29529,0
,,,38224,23368
,,,119120,7200
,,,93097,0
,,,158408,0
,,,32229,0
,,,80711,0
,,,63133,0
,,,134357,0
,,,2554,0
,,,39867,28406
15,0,1515810,1615579,365097
8454,890,3805780718,4016833292,747488942
